Nom_etablissement;Nombre_d_eleves;latitude;longitude
Lycée Le Verrier;932;49.11460385959798;-1.0846231666615298
Lycée Charles François Lebrun;937;49.045322796155006;-1.443691892314512
Lycée Delamare-Deboutteville;961;49.61737597543469;1.5355488844633947
Lycée polyvalent Mézeray Gabriel;963;48.74472330166484;-0.014840183970246753
Lycée Anguier;972;50.052547432305204;1.4165425043528332
Lycée les Bruyères;974;49.412532363903466;1.0748304729459655
Lycée Arcisse de Caumont;980;49.285369324127394;-0.7116310661511254
Lycée de la Vallée du Cailly;982;49.463422673036874;1.0435970555799337
Lycée Marcel Sembat;990;49.41502379375026;1.0853732303512347
Lycée Victor Hugo;994;49.19841125078896;-0.366329948576111
Lycée Jean Guéhenno;1002;48.74399985328721;-0.5533974374442647
Lycée Polyvalent Napoléon;1008;48.75822394388444;0.6381930893340981
Lycée Marie Curie;1008;48.839285284885484;-0.8981391023674781
Lycée Guillaume le Conquérant;1010;48.8937327148083;-0.19383130103751126
Lycée Georges Brassens;1017;49.739613012506304;1.4405084875582124
Lycée Pierre Simon de Laplace;1038;49.196305291353106;-0.3572198237634757
Lycée Paul Cornu;1082;49.16267067098793;0.21887705127244933
Lycée André Maurois;1091;49.2908552970543;1.0178190227936543
Lycée Augustin Fresnel;1102;49.163460242813514;-0.35322699100989147
Lycée Curie-Corot;1110;49.108166556143544;-1.0889672864259914
Lycée Dumont d'Urville;1124;49.1978261998488;-0.3549211051572812
Lycée Augustin Fresnel;1124;49.084939780880504;0.5928208685181382
Lycée Blaise Pascal;1133;49.43240071146911;1.0858533285833614
Lycée Julliot de la Morandière;1153;48.829540698192226;-1.5789034258768322
Lycée Guillaume Le Conquérant;1168;49.52128066686148;0.5449510826482188
Lycée privé Saint Joseph;1173;49.5003878850826;0.1055580535531306
Lycée Thomas Corneille;1179;49.55738013107551;0.9528867521137825
Lycée Ferdinand Buisson;1195;49.28767131078554;1.0027756173779208
Lycée Claude Monet;1204;49.50148577422768;0.10765871803185965
Lycée François 1er;1214;49.49610547070302;0.11371362741595906
Lycée Emile Littré;1221;48.6780109093379;-1.3591561335919884
Lycée Jean-François Millet;1232;49.63965784001661;-1.644136034933
Lycée Alexis de Tocqueville;1259;49.62971495125211;-1.605962335232979
Lycée Guy de Maupassant;1272;49.74626539251706;0.3876008437013079
Lycée privé Providence Sainte-Thérèse;1272;49.44439393282592;1.080211871531025
Lycée Jean Prévost;1277;49.54601673049183;0.17896035450092246
Lycée les Fontenelles;1283;49.20927759687627;1.1563117042020414
Lycée Salvador Allende;1284;49.20375856467912;-0.34606804981473316
Lycée Jehan Ango;1333;49.92239351950278;1.0630676003529125
Lycée Jacques Prévert;1334;49.350036848887314;0.5238805861853126
Lycée Léopold Sédar Senghor;1344;49.01012346368505;1.1380794036432949
Lycée polyvalent Navarre - Leclerc;1349;48.40960156550907;0.0915920746092438
Lycée Galilée;1350;49.39700659804694;1.1604489583618376
Lycée Jeanne d'Arc;1373;49.444187476925;1.1083933274985058
Lycée Val de Seine;1391;49.398775499583444;1.0345925892850307
Lycée Raymond Queneau;1464;49.61330108172347;0.7691957736706811
Lycée Louise Michel;1469;49.28598668613865;1.7799614576132998
Lycée Pierre Corneille;1532;49.44551845307866;1.1009509307113907
Lycée Georges Dumézil;1628;49.06593639894922;1.4674606414112792
Lycée Aristide Briand;1644;49.016700954041944;1.1562509759088397
Lycée privé Jeanne d'Arc - site principal Jeanne d'Arc;1713;49.50186114166774;0.08934188713974928
Lycée Jean Rostand;1804;49.16162577513519;-0.35279390927180293
Lycée Gustave Flaubert;1886;49.45106404411891;1.1220658594842834
Lycée Malherbe;2069;49.174745784439885;-0.3730856202364395
